Postcode,Suburb,Weather_Conditions,Field_Staff,Outage_StartTime,Outage_EndTime,Outage_Hours,Day,DOW,Month
2450,Coffs Harbour,Fine_Conditions,10,2023-10-04 20:52:00,2023-10-05 00:19:11.345393,3.4531514981293236,4,Wednesday,October
2457,Iluka,High Temperature,10,2024-06-28 05:27:00,2024-06-28 11:58:22.449262,6.522902572833371,28,Friday,June
2463,Yamba,Storms,13,2023-11-24 09:09:00,2023-11-24 14:49:08.115470,5.668920963895582,24,Friday,November
2499,South West Rocks,Fine_Conditions,12,2024-03-03 21:52:00,2024-03-04 00:15:17.244687,2.388123524104949,3,Sunday,March
2500,Wollongong,Fine_Conditions,14,2024-01-06 02:45:00,2024-01-06 05:52:32.869807,3.125797168562285,6,Saturday,January
2495,Urunga,Rain,5,2024-01-21 19:32:00,2024-01-22 00:02:39.191497,4.510886527011544,21,Sunday,January
2487,Tenterfield,Fine_Conditions,4,2024-07-22 19:15:00,2024-07-23 02:10:40.426888,6.927896357679406,22,Monday,July
2474,Byron Bay,High Temperature,6,2024-09-26 18:11:00,2024-09-27 02:15:08.039017,8.068899726975804,26,Thursday,September
2499,South West Rocks,Storms,12,2024-04-10 08:50:00,2024-04-10 13:39:22.136940,4.822815816546244,10,Wednesday,April
2483,Lennox Head,High Temperature,4,2024-06-14 16:42:00,2024-06-14 23:09:58.103651,6.466139902997854,14,Friday,June
2470,Lismore,High Temperature,14,2024-09-26 02:04:00,2024-09-26 07:16:31.865440,5.208851511089464,26,Thursday,September
2478,Wardell,Fine_Conditions,7,2024-06-13 00:17:00,2024-06-13 02:21:27.301018,2.0742502827494564,13,Thursday,June
2484,Byron Bay,Rain,7,2024-03-15 19:38:00,2024-03-16 00:00:54.339894,4.381761081716092,15,Friday,March
2454,Yamba,Fine_Conditions,8,2023-12-25 12:21:00,2023-12-25 15:04:07.666666,2.718796296041272,25,Monday,December
2499,South West Rocks,Fine_Conditions,12,2024-07-23 20:37:00,2024-07-23 23:57:08.323028,3.3356452854957572,23,Tuesday,July
2477,Bangalow,Storms,10,2024-07-11 17:29:00,2024-07-11 23:13:34.926470,5.743035130447629,11,Thursday,July
2497,Nambucca Heads,High Temperature,10,2024-04-08 10:59:00,2024-04-08 14:50:03.049976,3.850847215586621,8,Monday,April
2498,Macksville,Storms,13,2023-11-09 12:53:00,2023-11-09 16:49:27.741648,3.941039346696958,9,Thursday,November
2474,Byron Bay,Rain,6,2024-05-14 03:20:00,2024-05-14 11:30:42.289546,8.178413762749633,14,Tuesday,May
2481,Alstonville,Storms,3,2024-06-24 20:08:00,2024-06-25 01:10:54.012821,5.048336894702196,24,Monday,June
2489,Grafton,Fine_Conditions,4,2024-06-05 09:04:00,2024-06-05 12:44:57.353508,3.682598196568755,5,Wednesday,June
2465,Nambucca Heads,Rain,7,2024-07-18 08:04:00,2024-07-18 12:34:33.780970,4.509383602723548,18,Thursday,July
2475,Mullumbimby,High Temperature,4,2024-03-09 14:11:00,2024-03-09 19:24:44.320491,5.228977914255956,9,Saturday,March
2488,Stanthorpe,High Temperature,15,2024-06-26 03:43:00,2024-06-26 08:36:40.125145,4.894479206862112,26,Wednesday,June
2444,Port Macquarie,Rain,13,2024-02-08 17:28:00,2024-02-08 22:24:42.346229,4.945096174843505,8,Thursday,February
2488,Stanthorpe,High Temperature,15,2024-04-28 09:08:00,2024-04-28 12:05:27.308027,2.957585562938357,28,Sunday,April
2491,Casino,Storms,11,2024-09-07 10:28:00,2024-09-07 17:09:59.537723,6.699871589807799,7,Saturday,September
2490,Lawrence,Rain,9,2023-12-09 23:34:00,2023-12-10 04:06:01.113960,4.533642766544638,9,Saturday,December
2499,South West Rocks,Rain,12,2024-09-28 12:40:00,2024-09-28 17:12:20.680922,4.539078034011245,28,Saturday,September
2476,Ocean Shores,Storms,4,2024-06-02 04:26:00,2024-06-02 11:20:37.340045,6.9103722346347345,2,Sunday,June
2476,Ocean Shores,Storms,4,2024-06-16 06:30:00,2024-06-16 12:23:45.794578,5.896054049472417,16,Sunday,June
2441,Wauchope,Rain,14,2024-07-05 17:00:00,2024-07-05 19:48:40.138695,2.8111496374435934,5,Friday,July
2494,Toormina,Fine_Conditions,5,2024-04-19 06:16:00,2024-04-19 11:36:20.760948,5.339100263334602,19,Friday,April
2450,Coffs Harbour,Rain,10,2024-08-07 01:24:00,2024-08-07 07:28:36.193369,6.076720380143847,7,Wednesday,August
2484,Byron Bay,Rain,7,2023-12-11 09:36:00,2023-12-11 14:22:47.379275,4.779827576450902,11,Monday,December
2454,Yamba,Rain,8,2024-06-07 12:32:00,2024-06-07 20:30:24.612066,7.973503351782377,7,Friday,June
2474,Byron Bay,High Temperature,6,2024-01-03 14:51:00,2024-01-03 19:09:02.349736,4.300652704538918,3,Wednesday,January
2499,South West Rocks,High Temperature,12,2024-07-22 12:27:00,2024-07-22 15:50:50.254831,3.397293008573131,22,Monday,July
2487,Tenterfield,Storms,4,2024-08-15 03:22:00,2024-08-15 09:23:20.489313,6.022358142412095,15,Thursday,August
2477,Bangalow,Fine_Conditions,10,2024-09-25 19:56:00,2024-09-25 22:58:19.491884,3.0387477454216403,25,Wednesday,September
2500,Wollongong,Storms,14,2023-10-08 01:45:00,2023-10-08 06:35:27.651391,4.841014275381315,8,Sunday,October
2490,Lawrence,Fine_Conditions,9,2024-04-02 19:34:00,2024-04-02 23:30:17.998196,3.9383328320992357,2,Tuesday,April
2472,Casino,Rain,13,2023-11-17 20:43:00,2023-11-18 00:53:57.245742,4.1825682617366615,17,Friday,November
2475,Mullumbimby,Storms,4,2024-07-14 17:44:00,2024-07-14 23:11:18.075587,5.455020996459853,14,Sunday,July
2472,Casino,High Temperature,13,2024-04-09 12:39:00,2024-04-09 17:07:16.672878,4.47129802163632,9,Tuesday,April
2477,Bangalow,High Temperature,10,2024-05-27 03:36:00,2024-05-27 08:59:47.082055,5.396411681888414,27,Monday,May
2456,Maclean,Fine_Conditions,8,2024-04-24 18:28:00,2024-04-24 20:08:06.024542,1.6683401506172726,24,Wednesday,April
2474,Byron Bay,Fine_Conditions,6,2024-04-25 02:09:00,2024-04-25 06:00:59.276769,3.8664657692186517,25,Thursday,April
2464,Bellingen,Storms,5,2024-09-10 11:41:00,2024-09-10 19:21:52.952659,7.681375738626365,10,Tuesday,September
2465,Nambucca Heads,High Temperature,7,2024-02-06 21:34:00,2024-02-07 03:16:20.304833,5.705640231390127,6,Tuesday,February
2466,Macksville,High Temperature,11,2024-05-31 18:10:00,2024-05-31 23:19:33.913338,5.159420371635537,31,Friday,May
2485,Nimbin,Fine_Conditions,3,2024-07-24 02:40:00,2024-07-24 09:39:46.760661,6.99632240570179,24,Wednesday,July
2496,Bellingen,High Temperature,3,2024-05-11 18:23:00,2024-05-12 03:47:15.396100,9.404276694346127,11,Saturday,May
2466,Macksville,Rain,11,2023-12-19 04:53:00,2023-12-19 10:19:44.642536,5.445734037726061,19,Tuesday,December
2483,Lennox Head,Rain,4,2024-09-05 09:12:00,2024-09-05 16:55:37.380949,7.727050263538951,5,Thursday,September
2495,Urunga,Storms,5,2023-10-07 22:15:00,2023-10-08 07:04:15.741870,8.821039408198796,7,Saturday,October
2489,Grafton,Rain,4,2024-08-31 12:01:00,2024-08-31 17:29:36.198219,5.476721727608973,31,Saturday,August
2475,Mullumbimby,Storms,4,2024-08-23 11:05:00,2024-08-23 18:58:09.958204,7.886099501008892,23,Friday,August
2490,Lawrence,Rain,9,2024-06-26 15:29:00,2024-06-26 21:51:34.570480,6.376269577777317,26,Wednesday,June
2491,Casino,Rain,11,2024-03-12 11:31:00,2024-03-12 15:00:35.438838,3.4931774548929404,12,Tuesday,March
2491,Casino,High Temperature,11,2023-11-08 06:11:00,2023-11-08 10:35:03.696888,4.401026913466797,8,Wednesday,November
2479,Coraki,Fine_Conditions,5,2024-05-08 18:34:00,2024-05-08 20:28:42.384353,1.9117734312717662,8,Wednesday,May
2482,Ballina,Rain,9,2024-04-02 06:19:00,2024-04-02 10:14:11.733082,3.9199258560595425,2,Tuesday,April
2470,Lismore,Fine_Conditions,14,2024-03-13 11:42:00,2024-03-13 14:24:28.730413,2.7079806704093157,13,Wednesday,March
2441,Wauchope,Rain,14,2024-06-16 17:34:00,2024-06-16 22:14:55.670207,4.682130612956043,16,Sunday,June
2474,Byron Bay,High Temperature,6,2024-09-15 05:21:00,2024-09-15 13:07:36.595232,7.776832008895925,15,Sunday,September
2457,Iluka,Storms,10,2024-04-14 10:27:00,2024-04-14 17:20:38.319337,6.893977593511369,14,Sunday,April
2474,Byron Bay,Storms,6,2024-05-17 21:03:00,2024-05-18 03:36:11.043378,6.5530676049770165,17,Friday,May
2475,Mullumbimby,High Temperature,4,2024-05-24 20:09:00,2024-05-25 03:09:05.735377,7.001593160220736,24,Friday,May
2489,Grafton,Rain,4,2024-02-09 06:21:00,2024-02-09 14:56:52.750982,8.597986383770172,9,Friday,February
2488,Stanthorpe,Rain,15,2024-06-20 00:06:00,2024-06-20 04:08:20.676639,4.039076844079128,20,Thursday,June
2475,Mullumbimby,High Temperature,4,2023-10-14 08:59:00,2023-10-14 14:46:11.827104,5.786618639931048,14,Saturday,October
2493,Sawtell,High Temperature,6,2024-02-02 18:01:00,2024-02-02 23:54:00.311787,5.8834199406968715,2,Friday,February
2494,Toormina,Storms,5,2024-08-06 08:17:00,2024-08-06 15:17:31.627454,7.008785403865352,6,Tuesday,August
2499,South West Rocks,High Temperature,12,2023-12-13 09:22:00,2023-12-13 15:24:09.940697,6.036094638190246,13,Wednesday,December
2466,Macksville,Fine_Conditions,11,2024-03-08 13:27:00,2024-03-08 15:00:55.232537,1.5653423713102945,8,Friday,March
2492,Coffs Harbour,High Temperature,13,2023-11-27 23:01:00,2023-11-28 04:41:00.285492,5.666745969899714,27,Monday,November
2488,Stanthorpe,High Temperature,15,2023-11-09 07:23:00,2023-11-09 10:45:32.059949,3.3755722079494443,9,Thursday,November
2440,Bonny Hills,Fine_Conditions,7,2023-12-28 19:51:00,2023-12-28 23:49:44.366654,3.9789907371023707,28,Thursday,December
2443,Lake Cathie,High Temperature,9,2024-06-14 23:51:00,2024-06-15 07:16:07.767811,7.418824392022326,14,Friday,June
2496,Bellingen,Storms,3,2023-10-25 22:17:00,2023-10-26 04:19:00.511257,6.033475349135829,25,Wednesday,October
2482,Ballina,High Temperature,9,2024-07-06 11:05:00,2024-07-06 18:14:46.565893,7.162934970292257,6,Saturday,July
2484,Byron Bay,High Temperature,7,2024-01-20 19:08:00,2024-01-21 02:33:00.517375,7.416810381904662,20,Saturday,January
2464,Bellingen,Rain,5,2024-01-29 19:51:00,2024-01-30 00:13:58.413310,4.382892586019176,29,Monday,January
2442,North Haven,Storms,9,2024-09-14 08:58:00,2024-09-14 13:53:14.996206,4.920832279527928,14,Saturday,September
2466,Macksville,High Temperature,11,2024-06-22 08:36:00,2024-06-22 13:09:58.070305,4.566130640394908,22,Saturday,June
2482,Ballina,High Temperature,9,2024-08-20 15:56:00,2024-08-20 23:34:54.735622,7.648537672908106,20,Tuesday,August
2466,Macksville,High Temperature,11,2024-03-27 13:44:00,2024-03-27 20:37:41.486731,6.89485742520296,27,Wednesday,March
2493,Sawtell,Fine_Conditions,6,2024-08-17 16:11:00,2024-08-17 22:25:56.247447,6.24895762423012,17,Saturday,August
2493,Sawtell,High Temperature,6,2024-06-23 23:40:00,2024-06-24 07:43:36.931459,8.060258738500933,23,Sunday,June
2483,Lennox Head,Rain,4,2024-03-02 05:43:00,2024-03-02 14:02:54.431139,8.331786427598326,2,Saturday,March
2492,Coffs Harbour,High Temperature,13,2023-10-13 11:53:00,2023-10-13 16:09:08.296664,4.268971295692635,13,Friday,October
2491,Casino,High Temperature,11,2024-04-01 16:29:00,2024-04-01 22:06:13.621907,5.620450529601671,1,Monday,April
2469,South Grafton,Fine_Conditions,6,2024-02-29 08:34:00,2024-02-29 12:26:57.116631,3.882532397399262,29,Thursday,February
2489,Grafton,Fine_Conditions,4,2024-03-22 13:08:00,2024-03-22 17:21:43.839153,4.228844209143315,22,Friday,March
2442,North Haven,Storms,9,2024-02-11 14:17:00,2024-02-11 21:54:03.514617,7.617642949127164,11,Sunday,February
2498,Macksville,Rain,13,2023-12-26 09:47:00,2023-12-26 14:50:49.514280,5.063753966773584,26,Tuesday,December
2443,Lake Cathie,Fine_Conditions,9,2024-07-10 18:15:00,2024-07-10 23:11:58.300231,4.949527841898388,10,Wednesday,July
2441,Wauchope,High Temperature,14,2024-08-04 22:33:00,2024-08-05 03:21:16.704973,4.804640270193099,4,Sunday,August
2440,Bonny Hills,Fine_Conditions,7,2024-04-30 16:59:00,2024-04-30 20:23:58.634759,3.4162874331924273,30,Tuesday,April
2464,Bellingen,Storms,5,2024-09-09 06:07:00,2024-09-09 15:14:39.992965,9.127775823659938,9,Monday,September
2452,Woolgoolga,High Temperature,13,2023-10-01 18:06:00,2023-10-01 22:10:08.906282,4.069140633831494,1,Sunday,October
2481,Alstonville,Fine_Conditions,3,2023-10-22 16:25:00,2023-10-22 19:45:50.815951,3.3474488752220113,22,Sunday,October
2495,Urunga,Storms,5,2024-01-26 03:53:00,2024-01-26 11:39:16.341756,7.7712060432868695,26,Friday,January
2472,Casino,Storms,13,2023-11-11 10:28:00,2023-11-11 14:37:01.191825,4.150331062629082,11,Saturday,November
2442,North Haven,Rain,9,2023-11-22 19:57:00,2023-11-23 00:02:37.695638,4.093804343757903,22,Wednesday,November
2497,Nambucca Heads,Storms,10,2024-05-12 03:46:00,2024-05-12 08:39:52.971325,4.898047590355574,12,Sunday,May
2476,Ocean Shores,Fine_Conditions,4,2023-11-30 22:38:00,2023-12-01 04:09:53.560109,5.531544474730851,30,Thursday,November
2463,Yamba,Storms,13,2024-02-26 16:20:00,2024-02-26 19:37:29.963623,3.291656561969466,26,Monday,February
2488,Stanthorpe,Rain,15,2023-10-23 22:35:00,2023-10-24 02:43:07.736066,4.135482240520593,23,Monday,October
2476,Ocean Shores,Rain,4,2024-05-16 20:31:00,2024-05-17 05:09:36.806462,8.643557350496762,16,Thursday,May
2478,Wardell,Rain,7,2024-01-01 21:07:00,2024-01-02 05:25:12.965311,8.30360147530812,1,Monday,January
2487,Tenterfield,High Temperature,4,2024-02-29 04:56:00,2024-02-29 11:50:53.280473,6.914800131355787,29,Thursday,February
2450,Coffs Harbour,Fine_Conditions,10,2024-07-10 23:03:00,2024-07-11 02:41:01.785376,3.6338292711224742,10,Wednesday,July
2497,Nambucca Heads,High Temperature,10,2024-04-01 14:40:00,2024-04-01 20:39:13.615300,5.987115361139956,1,Monday,April
2464,Bellingen,Storms,5,2024-04-22 18:52:00,2024-04-23 02:35:54.039620,7.731677672263271,22,Monday,April
2492,Coffs Harbour,Storms,13,2024-07-18 06:18:00,2024-07-18 11:45:36.586618,5.460162949339227,18,Thursday,July
2493,Sawtell,High Temperature,6,2024-08-08 05:05:00,2024-08-08 10:40:54.579460,5.598494294346118,8,Thursday,August
2493,Sawtell,Rain,6,2024-07-22 05:38:00,2024-07-22 14:22:20.228285,8.738952301456083,22,Monday,July
2442,North Haven,Fine_Conditions,9,2023-12-05 11:31:00,2023-12-05 15:12:18.016506,3.688337918409097,5,Tuesday,December
2482,Ballina,High Temperature,9,2024-06-14 22:43:00,2024-06-15 03:34:20.149926,4.855597201653097,14,Friday,June
2480,Evans Head,Storms,10,2024-06-18 02:17:00,2024-06-18 07:10:38.509482,4.8940304115372815,18,Tuesday,June
2492,Coffs Harbour,Storms,13,2024-07-08 20:07:00,2024-07-09 00:39:45.431247,4.545953124268708,8,Monday,July
2477,Bangalow,Fine_Conditions,10,2024-05-20 05:36:00,2024-05-20 07:05:46.635819,1.4962877275287703,20,Monday,May
2479,Coraki,Rain,5,2024-06-17 18:44:00,2024-06-17 22:57:37.722410,4.227145113789399,17,Monday,June
2442,North Haven,Rain,9,2024-07-05 02:21:00,2024-07-05 07:29:55.036034,5.148621120639345,5,Friday,July
2499,South West Rocks,Rain,12,2024-01-09 09:40:00,2024-01-09 15:27:17.125925,5.788090534764776,9,Tuesday,January
2441,Wauchope,Rain,14,2024-01-12 12:50:00,2024-01-12 15:57:42.024721,3.128340200282095,12,Friday,January
2470,Lismore,Fine_Conditions,14,2023-10-20 03:12:00,2023-10-20 07:27:45.102371,4.262528436408032,20,Friday,October
2499,South West Rocks,High Temperature,12,2024-07-15 21:34:00,2024-07-16 01:26:30.513099,3.8751425276334706,15,Monday,July
2483,Lennox Head,Rain,4,2024-04-15 08:10:00,2024-04-15 13:49:43.972810,5.6622146693555635,15,Monday,April
2490,Lawrence,Storms,9,2023-12-02 20:16:00,2023-12-03 02:30:26.265553,6.240629320345743,2,Saturday,December
2481,Alstonville,Rain,3,2024-03-03 04:45:00,2024-03-03 10:35:51.816690,5.847726858344428,3,Sunday,March
2495,Urunga,High Temperature,5,2024-02-07 17:33:00,2024-02-07 21:48:35.065798,4.259740499368994,7,Wednesday,February
2440,Bonny Hills,High Temperature,7,2024-02-11 14:32:00,2024-02-11 19:13:49.222559,4.697006266429504,11,Sunday,February
2490,Lawrence,High Temperature,9,2024-07-07 03:35:00,2024-07-07 10:24:29.492134,6.824858926074361,7,Sunday,July
2499,South West Rocks,Storms,12,2024-01-31 21:03:00,2024-02-01 02:48:25.215291,5.757004247589247,31,Wednesday,January
2444,Port Macquarie,Rain,13,2024-09-17 12:17:00,2024-09-17 17:26:06.383127,5.15177309089762,17,Tuesday,September
2493,Sawtell,Storms,6,2024-01-08 12:29:00,2024-01-08 18:22:56.575340,5.8990487054472025,8,Monday,January
2492,Coffs Harbour,High Temperature,13,2024-01-04 14:13:00,2024-01-04 17:03:37.479406,2.8437442795223635,4,Thursday,January
2496,Bellingen,Storms,3,2024-07-11 17:37:00,2024-07-12 01:43:38.576177,8.11071560468923,11,Thursday,July
2478,Wardell,Fine_Conditions,7,2024-01-22 13:37:00,2024-01-22 15:42:01.686338,2.0838017605615384,22,Monday,January
2450,Coffs Harbour,Fine_Conditions,10,2024-05-09 16:59:00,2024-05-09 21:03:53.070340,4.081408427897463,9,Thursday,May
2474,Byron Bay,Storms,6,2024-06-12 17:18:00,2024-06-12 21:46:50.672151,4.48074226425592,12,Wednesday,June
2450,Coffs Harbour,Rain,10,2024-04-21 23:14:00,2024-04-22 06:16:43.378058,7.045382794017866,21,Sunday,April
2484,Byron Bay,Rain,7,2024-05-08 02:23:00,2024-05-08 06:22:19.732010,3.988814447088647,8,Wednesday,May
2487,Tenterfield,High Temperature,4,2024-06-06 03:21:00,2024-06-06 09:24:36.220438,6.060061232713404,6,Thursday,June
2466,Macksville,Storms,11,2024-05-10 01:33:00,2024-05-10 07:08:43.636896,5.595454693393893,10,Friday,May
2484,Byron Bay,Fine_Conditions,7,2023-12-01 03:09:00,2023-12-01 08:55:08.311532,5.76897542558881,1,Friday,December
2484,Byron Bay,Fine_Conditions,7,2024-04-13 13:15:00,2024-04-13 16:34:48.803815,3.330223281952801,13,Saturday,April
2476,Ocean Shores,Storms,4,2023-11-17 16:57:00,2023-11-17 23:38:40.946827,6.69470745199665,17,Friday,November
2452,Woolgoolga,Storms,13,2023-12-31 14:43:00,2023-12-31 20:31:06.957923,5.80193275629268,31,Sunday,December
2464,Bellingen,High Temperature,5,2024-04-22 01:24:00,2024-04-22 06:21:07.993032,4.95222028673188,22,Monday,April
2493,Sawtell,Fine_Conditions,6,2024-07-14 10:06:00,2024-07-14 15:12:32.186809,5.1089407802539,14,Sunday,July
2450,Coffs Harbour,Rain,10,2024-04-19 07:54:00,2024-04-19 12:33:28.945781,4.6580404947940846,19,Friday,April
2466,Macksville,Storms,11,2023-10-24 13:28:00,2023-10-24 17:28:16.190995,4.004497498746137,24,Tuesday,October
2440,Bonny Hills,High Temperature,7,2024-06-30 04:39:00,2024-06-30 12:17:17.997415,7.6383326151655915,30,Sunday,June
2493,Sawtell,Storms,6,2024-01-16 04:31:00,2024-01-16 11:00:22.066485,6.489462912484687,16,Tuesday,January
2466,Macksville,High Temperature,11,2023-11-04 00:06:00,2023-11-04 04:37:53.998713,4.53166630916757,4,Saturday,November
2487,Tenterfield,Fine_Conditions,4,2024-06-12 19:38:00,2024-06-13 02:09:25.905615,6.523862670912048,12,Wednesday,June
2494,Toormina,Fine_Conditions,5,2024-02-07 12:36:00,2024-02-07 14:23:13.045621,1.786957117005424,7,Wednesday,February
2441,Wauchope,Storms,14,2024-04-01 00:53:00,2024-04-01 05:41:36.320777,4.810089104788496,1,Monday,April
2476,Ocean Shores,Fine_Conditions,4,2024-02-13 09:39:00,2024-02-13 15:51:04.605110,6.201279197217012,13,Tuesday,February
2454,Yamba,High Temperature,8,2024-07-04 02:46:00,2024-07-04 10:27:05.423257,7.68483979351311,4,Thursday,July
2500,Wollongong,High Temperature,14,2023-11-17 08:38:00,2023-11-17 14:18:30.127676,5.675035465520054,17,Friday,November
2479,Coraki,Storms,5,2023-12-11 11:22:00,2023-12-11 19:44:02.213207,8.367281446386224,11,Monday,December
2485,Nimbin,Storms,3,2024-08-19 12:20:00,2024-08-19 17:59:06.887316,5.651913143438037,19,Monday,August
2466,Macksville,Storms,11,2023-10-31 12:02:00,2023-10-31 16:07:32.089894,4.092247192740444,31,Tuesday,October
2500,Wollongong,Fine_Conditions,14,2024-05-08 17:55:00,2024-05-08 19:13:17.723550,1.3049232082898286,8,Wednesday,May
2493,Sawtell,Fine_Conditions,6,2024-06-07 15:46:00,2024-06-07 20:36:15.039363,4.837510934233028,7,Friday,June
2460,Grafton,Storms,11,2024-07-04 14:40:00,2024-07-04 20:14:04.010205,5.5677806126172,4,Thursday,July
2478,Wardell,Rain,7,2024-04-11 18:32:00,2024-04-12 00:04:30.617684,5.541838245619283,11,Thursday,April
2456,Maclean,Fine_Conditions,8,2024-01-02 21:36:00,2024-01-03 02:47:08.325157,5.185645876947945,2,Tuesday,January
2481,Alstonville,Rain,3,2024-01-19 15:06:00,2024-01-19 22:39:29.216587,7.558115718602203,19,Friday,January
2486,Kyogle,Fine_Conditions,15,2023-12-10 11:34:00,2023-12-10 12:37:44.259764,1.0622943788236672,10,Sunday,December
2475,Mullumbimby,Fine_Conditions,4,2024-07-09 09:29:00,2024-07-09 16:01:05.256972,6.534793603386113,9,Tuesday,July
2463,Yamba,Rain,13,2024-02-02 05:15:00,2024-02-02 09:43:51.259582,4.480905439524546,2,Friday,February
2482,Ballina,Rain,9,2024-06-20 12:58:00,2024-06-20 18:57:40.936542,5.994704594911186,20,Thursday,June
2497,Nambucca Heads,High Temperature,10,2024-08-09 05:47:00,2024-08-09 11:55:32.899392,6.14247205332933,9,Friday,August
2442,North Haven,Storms,9,2024-04-16 21:04:00,2024-04-17 01:42:42.680164,4.645188934515943,16,Tuesday,April
2442,North Haven,Rain,9,2024-01-25 17:02:00,2024-01-25 23:23:28.467392,6.3579076088950615,25,Thursday,January
2496,Bellingen,High Temperature,3,2024-06-02 21:04:00,2024-06-03 03:18:26.451676,6.240681021118307,2,Sunday,June
2441,Wauchope,High Temperature,14,2024-07-11 02:50:00,2024-07-11 08:24:37.929313,5.577202587051018,11,Thursday,July
2491,Casino,Storms,11,2024-08-13 14:14:00,2024-08-13 17:34:39.439701,3.3442888057472926,13,Tuesday,August
2488,Stanthorpe,Rain,15,2024-04-11 23:22:00,2024-04-12 02:25:33.565731,3.0593238142097685,11,Thursday,April
2488,Stanthorpe,High Temperature,15,2023-10-03 01:46:00,2023-10-03 05:24:28.488858,3.6412469050387077,3,Tuesday,October
2454,Yamba,Fine_Conditions,8,2024-08-21 07:45:00,2024-08-21 11:19:29.447049,3.5748464024950555,21,Wednesday,August
2460,Grafton,Storms,11,2024-05-07 21:26:00,2024-05-08 02:40:47.367667,5.246491018653441,7,Tuesday,May
2443,Lake Cathie,Storms,9,2023-11-21 10:08:00,2023-11-21 16:15:18.466668,6.12179629655008,21,Tuesday,November
2474,Byron Bay,Rain,6,2024-07-02 23:08:00,2024-07-03 03:22:04.877950,4.234688319324714,2,Tuesday,July
2440,Bonny Hills,Storms,7,2023-10-19 13:12:00,2023-10-19 21:24:36.265949,8.210073874675334,19,Thursday,October
2470,Lismore,Rain,14,2024-03-31 05:19:00,2024-03-31 10:33:20.827674,5.239118798339358,31,Sunday,March
2487,Tenterfield,Storms,4,2023-10-20 15:24:00,2023-10-20 20:54:14.511282,5.504030911674355,20,Friday,October
2443,Lake Cathie,Rain,9,2024-03-01 06:13:00,2024-03-01 13:07:04.379995,6.901216665205248,1,Friday,March
2487,Tenterfield,Rain,4,2024-03-31 11:58:00,2024-03-31 16:51:44.129239,4.89559145533778,31,Sunday,March
2450,Coffs Harbour,Rain,10,2024-09-02 11:47:00,2024-09-02 15:25:42.927206,3.6452575571586228,2,Monday,September
2491,Casino,Storms,11,2024-06-14 03:34:00,2024-06-14 09:55:20.333411,6.355648169758987,14,Friday,June
2499,South West Rocks,Storms,12,2024-01-19 14:13:00,2024-01-19 18:14:52.852223,4.031347839744309,19,Friday,January
2496,Bellingen,Storms,3,2023-10-26 01:03:00,2023-10-26 06:38:01.507947,5.583752207489704,26,Thursday,October
2484,Byron Bay,High Temperature,7,2024-07-23 05:15:00,2024-07-23 10:49:28.045719,5.574457144246073,23,Tuesday,July
2498,Macksville,High Temperature,13,2024-02-03 21:53:00,2024-02-04 02:59:11.872532,5.103297925488386,3,Saturday,February
2440,Bonny Hills,High Temperature,7,2024-01-18 12:15:00,2024-01-18 19:34:35.154740,7.326431872124716,18,Thursday,January
2469,South Grafton,Rain,6,2024-09-02 20:49:00,2024-09-03 03:44:41.157058,6.9280991827603415,2,Monday,September
2488,Stanthorpe,Storms,15,2024-07-22 16:14:00,2024-07-22 19:38:33.106662,3.4091962949559154,22,Monday,July
2486,Kyogle,Rain,15,2024-09-13 09:59:00,2024-09-13 12:36:05.451365,2.6181809347694065,13,Friday,September
2491,Casino,High Temperature,11,2024-04-24 21:19:00,2024-04-25 03:47:14.223279,6.4706175776037735,24,Wednesday,April
2463,Yamba,Storms,13,2023-11-15 05:29:00,2023-11-15 09:33:19.830016,4.072175004460498,15,Wednesday,November
2491,Casino,High Temperature,11,2024-01-13 07:29:00,2024-01-13 13:10:47.756970,5.696599158292314,13,Saturday,January
2443,Lake Cathie,Fine_Conditions,9,2023-11-25 05:52:00,2023-11-25 07:57:55.741151,2.0988169864997595,25,Saturday,November
2443,Lake Cathie,Fine_Conditions,9,2024-02-17 22:26:00,2024-02-18 03:04:13.826218,4.637173949309356,17,Saturday,February
2493,Sawtell,Storms,6,2024-06-25 14:26:00,2024-06-25 22:02:23.549130,7.606541425125383,25,Tuesday,June
2440,Bonny Hills,High Temperature,7,2023-11-11 12:09:00,2023-11-11 16:57:28.062782,4.807795217294144,11,Saturday,November
2497,Nambucca Heads,High Temperature,10,2023-12-15 07:53:00,2023-12-15 11:51:13.684742,3.970467983991574,15,Friday,December
2478,Wardell,High Temperature,7,2024-09-04 08:54:00,2024-09-04 14:13:56.322358,5.332311766183764,4,Wednesday,September
2465,Nambucca Heads,Storms,7,2023-10-26 14:38:00,2023-10-26 22:12:14.938164,7.570816156612618,26,Thursday,October
2479,Coraki,Fine_Conditions,5,2023-12-22 10:16:00,2023-12-22 12:51:42.747167,2.5952075462628046,22,Friday,December
2464,Bellingen,Storms,5,2024-06-13 18:57:00,2024-06-14 03:10:36.890421,8.226914005818474,13,Thursday,June
2499,South West Rocks,High Temperature,12,2024-01-03 15:51:00,2024-01-03 19:35:01.167748,3.7336577077477995,3,Wednesday,January
2442,North Haven,Storms,9,2024-08-24 10:16:00,2024-08-24 14:20:34.277202,4.076188111698254,24,Saturday,August
2479,Coraki,Rain,5,2023-11-13 08:37:00,2023-11-13 15:48:49.316646,7.197032401757471,13,Monday,November
